age,gender,height_cm,weight_kg,bmi,exercise_freq,diet_quality,sleep_hours,stress_level,smoker,alcohol_consumption,chronic_disease,calorie_daily,fat_total_g,exercise_freq_num,diet_quality_num,alcohol_num,smoker_num,chronic_num,gender_num
19.0,Male,175.7,104.7,33.9,3-5 times/week,Average,6.5,3.0,No,Moderate,0,3065.0,111.5,4.0,2,2,0,0,0
37.0,Other,174.8,80.1,26.2,3-5 times/week,Good,6.6,6.0,Yes,Low,0,2670.0,73.2,4.0,3,1,1,0,2
64.0,Other,166.1,67.9,24.6,3-5 times/week,Excellent,7.4,1.0,Yes,Low,0,1826.0,46.4,4.0,4,1,1,0,2
22.0,Male,169.9,77.4,26.8,3-5 times/week,Average,4.3,10.0,No,Low,0,2843.0,101.2,4.0,2,1,0,0,0
59.0,Male,178.3,90.6,28.5,3-5 times/week,Poor,8.8,2.0,No,Low,0,3059.0,129.6,4.0,1,1,0,0,0
21.0,Male,180.3,97.2,29.9,3-5 times/week,Average,5.2,1.0,No,Low,0,3037.0,112.3,4.0,2,1,0,0,0
65.0,Other,164.7,42.6,15.7,3-5 times/week,Excellent,7.7,8.0,No,Moderate,0,1910.0,46.0,4.0,4,2,0,0,2
32.0,Other,161.5,87.1,33.4,3-5 times/week,Good,5.4,5.0,No,Low,0,1911.0,63.8,4.0,3,1,0,0,2
60.0,Female,153.2,59.1,25.2,3-5 times/week,Excellent,6.9,3.0,No,Moderate,0,1522.0,48.2,4.0,4,2,0,0,1
64.0,Other,158.5,83.4,33.2,Daily,Poor,7.5,6.0,No,Low,1,2746.0,121.1,7.0,1,1,0,1,2
67.0,Female,169.6,71.9,25.0,1-2 times/week,Poor,7.2,6.0,No,Low,0,2677.0,120.5,1.5,1,1,0,0,1
43.0,Female,152.6,56.6,24.3,3-5 times/week,Good,4.0,9.0,Yes,Low,0,1893.0,54.5,4.0,3,1,1,0,1
32.0,Other,160.8,70.6,27.3,1-2 times/week,Average,7.5,10.0,Yes,Low,0,2503.0,85.8,1.5,2,1,1,0,2
33.0,Other,163.4,90.0,33.7,3-5 times/week,Excellent,8.3,4.0,No,High,0,2062.0,46.8,4.0,4,3,0,0,2
21.0,Female,156.6,81.7,33.3,1-2 times/week,Average,6.7,1.0,No,High,1,2772.0,94.5,1.5,2,3,0,1,1
50.0,Male,172.2,113.3,38.2,3-5 times/week,Poor,10.0,10.0,No,Low,0,2538.0,97.3,4.0,1,1,0,0,0
21.0,Male,187.2,121.6,34.7,3-5 times/week,Average,5.2,6.0,Yes,High,0,3145.0,122.7,4.0,2,3,1,0,0
39.0,Female,161.4,55.2,21.2,Daily,Excellent,6.5,4.0,Yes,Low,0,1664.0,47.3,7.0,4,1,1,0,1
41.0,Male,169.2,44.9,15.7,3-5 times/week,Good,6.1,10.0,No,Low,0,1988.0,52.5,4.0,3,1,0,0,0
42.0,Male,167.8,77.4,27.5,Daily,Good,7.6,10.0,Yes,Low,0,2454.0,67.7,7.0,3,1,1,0,0
19.0,Other,175.8,70.8,22.9,3-5 times/week,Excellent,7.2,6.0,No,Moderate,1,2397.0,62.1,4.0,4,2,0,1,2
23.0,Female,171.6,85.7,29.1,1-2 times/week,Excellent,6.2,2.0,Yes,Moderate,0,2549.0,106.9,1.5,4,2,1,0,1
48.0,Male,167.3,62.4,22.3,Daily,Excellent,4.8,3.0,Yes,Moderate,0,2253.0,56.0,7.0,4,2,1,0,0
22.0,Other,161.4,75.0,28.8,1-2 times/week,Average,7.1,1.0,No,Low,0,2942.0,99.7,1.5,2,1,0,0,2
58.0,Male,178.4,124.4,39.1,3-5 times/week,Good,7.0,6.0,No,High,0,2149.0,71.5,4.0,3,3,0,0,0
47.0,Other,180.6,71.1,21.8,3-5 times/week,Average,6.3,2.0,No,Low,0,2435.0,86.1,4.0,2,1,0,0,2
47.0,Female,152.2,70.9,30.6,None,Good,5.2,8.0,No,Moderate,0,1754.0,52.6,0.0,3,2,0,0,1
40.0,Female,157.5,42.9,17.3,3-5 times/week,Excellent,7.9,5.0,Yes,Moderate,0,1713.0,49.4,4.0,4,2,1,0,1
19.0,Male,171.9,62.9,21.3,3-5 times/week,Good,5.8,10.0,No,Low,1,2625.0,63.9,4.0,3,1,0,1,0
44.0,Female,161.7,69.3,26.5,3-5 times/week,Good,8.3,6.0,No,Low,1,2959.0,133.5,4.0,3,1,0,1,1
49.0,Female,161.3,74.7,28.7,3-5 times/week,Good,8.2,3.0,Yes,Low,0,1966.0,57.3,4.0,3,1,1,0,1
46.0,Male,169.7,82.9,28.8,1-2 times/week,Poor,7.3,9.0,Yes,Low,0,2006.0,52.9,1.5,1,1,1,0,0
66.0,Other,188.5,118.0,33.2,3-5 times/week,Average,7.2,6.0,No,Moderate,0,3023.0,105.6,4.0,2,2,0,0,2
36.0,Other,167.1,75.9,27.2,3-5 times/week,Good,7.9,5.0,No,High,0,2367.0,72.9,4.0,3,3,0,0,2
18.0,Other,172.5,59.8,20.1,3-5 times/week,Good,6.9,5.0,No,Low,0,2479.0,77.4,4.0,3,1,0,0,2
38.0,Other,168.9,104.7,36.7,3-5 times/week,Good,6.2,1.0,Yes,High,0,2304.0,65.0,4.0,3,3,1,0,2
53.0,Male,163.7,83.9,31.3,3-5 times/week,Average,6.9,1.0,No,High,0,2643.0,94.5,4.0,2,3,0,0,0
39.0,Other,170.9,85.9,29.4,3-5 times/week,Good,6.8,8.0,Yes,Low,0,2208.0,61.5,4.0,3,1,1,0,2
45.0,Female,153.1,67.0,28.6,3-5 times/week,Poor,6.6,2.0,Yes,Low,0,2400.0,100.4,4.0,1,1,1,0,1
51.0,Female,156.1,105.3,43.2,3-5 times/week,Excellent,6.9,10.0,Yes,High,0,1800.0,50.5,4.0,4,3,1,0,1
58.0,Female,149.1,68.9,31.0,3-5 times/week,Good,6.6,2.0,Yes,High,1,2152.0,52.9,4.0,3,3,1,1,1
57.0,Other,175.8,109.7,35.5,3-5 times/week,Good,5.6,1.0,Yes,High,1,2962.0,85.3,4.0,3,3,1,1,2
41.0,Male,162.1,80.1,30.5,3-5 times/week,Excellent,6.1,2.0,No,Moderate,0,2516.0,64.5,4.0,4,2,0,0,0
40.0,Female,156.9,82.2,33.4,3-5 times/week,Poor,7.1,10.0,No,Low,1,2508.0,105.7,4.0,1,1,0,1,1
29.0,Male,166.3,77.7,28.1,3-5 times/week,Good,8.5,10.0,No,Moderate,0,2483.0,75.6,4.0,3,2,0,0,0
30.0,Female,157.2,85.3,34.5,1-2 times/week,Average,5.5,6.0,Yes,Moderate,0,2381.0,87.8,1.5,2,2,1,0,1
69.0,Male,180.9,97.8,29.9,1-2 times/week,Poor,7.7,6.0,No,High,0,3595.0,155.2,1.5,1,3,0,0,0
35.0,Female,157.8,46.8,18.8,Daily,Excellent,7.9,1.0,No,Low,0,1970.0,32.2,7.0,4,1,0,0,1
54.0,Female,166.7,89.8,32.3,Daily,Good,6.6,9.0,No,Low,1,2755.0,116.0,7.0,3,1,0,1,1
42.0,Female,156.6,91.5,37.3,3-5 times/week,Excellent,6.2,3.0,No,High,0,2054.0,45.6,4.0,4,3,0,0,1
27.0,Female,160.3,64.8,25.2,3-5 times/week,Good,4.9,6.0,Yes,High,1,2561.0,71.2,4.0,3,3,1,1,1
24.0,Male,165.4,50.9,18.6,3-5 times/week,Excellent,4.2,10.0,No,Low,1,2389.0,66.6,4.0,4,1,0,1,0
65.0,Other,162.8,48.2,18.2,Daily,Good,5.7,2.0,No,Low,0,1963.0,60.5,7.0,3,1,0,0,2
24.0,Male,171.8,106.0,35.9,Daily,Average,8.7,9.0,Yes,Moderate,0,3095.0,125.1,7.0,2,2,1,0,0
43.0,Other,173.4,65.8,21.9,3-5 times/week,Good,7.4,1.0,No,Low,0,1970.0,54.2,4.0,3,1,0,0,2
55.0,Other,159.0,57.6,22.8,Daily,Excellent,9.0,10.0,No,Low,0,2019.0,41.0,7.0,4,1,0,0,2
44.0,Other,159.7,69.6,27.3,3-5 times/week,Good,7.9,9.0,No,Low,0,1663.0,52.7,4.0,3,1,0,0,2
50.0,Female,162.2,90.8,34.5,3-5 times/week,Average,6.3,1.0,No,Moderate,0,2035.0,80.9,4.0,2,2,0,0,1
23.0,Other,169.2,52.1,18.2,3-5 times/week,Excellent,7.0,7.0,No,Moderate,0,2295.0,61.5,4.0,4,2,0,0,2
35.0,Male,182.1,114.4,34.5,Daily,Average,5.8,7.0,No,Low,0,2871.0,96.1,7.0,2,1,0,0,0
69.0,Male,179.1,129.3,40.3,3-5 times/week,Good,6.2,10.0,No,High,0,2830.0,83.2,4.0,3,3,0,0,0
61.0,Female,160.9,74.6,28.8,3-5 times/week,Poor,7.8,8.0,Yes,Moderate,1,3213.0,136.3,4.0,1,2,1,1,1
49.0,Other,164.9,91.6,33.7,3-5 times/week,Good,5.9,2.0,No,Moderate,1,2442.0,95.7,4.0,3,2,0,1,2
18.0,Other,159.3,39.8,15.7,3-5 times/week,Good,7.4,7.0,No,Low,0,2393.0,76.2,4.0,3,1,0,0,2
69.0,Male,163.2,73.8,27.7,1-2 times/week,Excellent,7.1,5.0,Yes,Low,1,1941.0,54.4,1.5,4,1,1,1,0
44.0,Other,165.1,60.0,22.0,Daily,Excellent,6.6,6.0,No,Moderate,0,1686.0,37.4,7.0,4,2,0,0,2
59.0,Female,155.0,59.1,24.6,Daily,Good,6.8,7.0,No,Low,0,2065.0,68.8,7.0,3,1,0,0,1
59.0,Female,167.1,75.7,27.1,Daily,Poor,4.9,7.0,Yes,Low,0,2281.0,96.4,7.0,1,1,1,0,1
67.0,Other,180.2,53.6,16.5,3-5 times/week,Excellent,7.5,6.0,No,High,0,2389.0,52.6,4.0,4,3,0,0,2
61.0,Male,160.6,104.5,40.5,3-5 times/week,Good,7.8,6.0,No,Moderate,1,2560.0,75.5,4.0,3,2,0,1,0
53.0,Male,174.2,98.6,32.5,1-2 times/week,Good,7.7,9.0,No,Low,0,2297.0,68.4,1.5,3,1,0,0,0
69.0,Other,156.6,95.9,39.1,1-2 times/week,Good,5.5,9.0,Yes,Moderate,0,2016.0,59.4,1.5,3,2,1,0,2
57.0,Female,161.7,54.6,20.9,Daily,Excellent,7.6,10.0,No,Moderate,0,1972.0,40.3,7.0,4,2,0,0,1
69.0,Other,153.3,69.3,29.5,1-2 times/week,Average,7.0,8.0,No,Low,0,2182.0,91.2,1.5,2,1,0,0,2
56.0,Male,148.4,68.5,31.1,3-5 times/week,Good,8.1,9.0,No,High,0,3045.0,86.3,4.0,3,3,0,0,0
63.0,Male,173.5,75.0,24.9,3-5 times/week,Average,5.4,6.0,No,Low,0,2462.0,90.4,4.0,2,1,0,0,0
31.0,Female,166.8,49.0,17.6,Daily,Excellent,7.2,6.0,Yes,Low,0,1956.0,47.6,7.0,4,1,1,0,1
43.0,Male,165.4,79.9,29.2,1-2 times/week,Average,7.8,5.0,No,High,1,3272.0,109.9,1.5,2,3,0,1,0
67.0,Male,170.6,101.0,34.7,3-5 times/week,Average,8.0,4.0,No,None,0,2268.0,82.8,4.0,2,0,0,0,0
18.0,Other,175.0,100.1,32.7,3-5 times/week,Excellent,4.8,2.0,Yes,Low,0,2008.0,42.1,4.0,4,1,1,0,2
26.0,Other,172.5,88.1,29.6,3-5 times/week,Excellent,8.3,10.0,Yes,High,0,2557.0,82.8,4.0,4,3,1,0,2
65.0,Other,152.7,46.9,20.1,3-5 times/week,Average,5.3,9.0,No,Low,0,2384.0,75.6,4.0,2,1,0,0,2
30.0,Other,167.5,79.1,28.2,3-5 times/week,Average,4.7,7.0,No,Low,0,2425.0,92.5,4.0,2,1,0,0,2
40.0,Male,158.0,60.2,24.1,Daily,Good,7.2,8.0,Yes,Low,1,2709.0,114.3,7.0,3,1,1,1,0
49.0,Female,153.0,97.6,41.7,3-5 times/week,Good,5.9,4.0,No,High,0,2544.0,104.6,4.0,3,3,0,0,1
51.0,Male,185.0,131.8,38.5,3-5 times/week,Poor,6.9,5.0,No,Low,0,2534.0,112.7,4.0,1,1,0,0,0
28.0,Other,163.7,68.6,25.6,1-2 times/week,Poor,7.3,9.0,No,Moderate,1,2713.0,119.3,1.5,1,2,0,1,2
66.0,Female,176.5,76.0,24.4,Daily,Poor,7.7,4.0,No,Moderate,0,3556.0,146.1,7.0,1,2,0,0,1
56.0,Female,167.9,69.1,24.5,3-5 times/week,Excellent,8.8,7.0,No,Low,0,1923.0,44.3,4.0,4,1,0,0,1
23.0,Female,171.5,61.8,21.0,1-2 times/week,Average,6.3,6.0,Yes,Low,0,2523.0,91.9,1.5,2,1,1,0,1
24.0,Other,163.1,76.9,28.9,3-5 times/week,Good,5.1,3.0,No,Low,0,1741.0,66.1,4.0,3,1,0,0,2
26.0,Male,167.0,114.6,41.1,Daily,Good,6.4,10.0,Yes,Low,0,2886.0,125.3,7.0,3,1,1,0,0
21.0,Other,173.7,82.1,27.2,Daily,Excellent,5.5,10.0,No,High,0,2517.0,66.2,7.0,4,3,0,0,2
56.0,Female,169.9,82.0,28.4,Daily,Excellent,7.0,1.0,No,High,1,2457.0,65.9,7.0,4,3,0,1,1
26.0,Female,145.5,64.8,30.6,1-2 times/week,Poor,7.3,1.0,Yes,High,0,3157.0,134.0,1.5,1,3,1,0,1
49.0,Female,162.9,73.5,27.7,3-5 times/week,Poor,5.2,10.0,No,Low,0,2463.0,107.8,4.0,1,1,0,0,1
37.0,Other,166.4,71.2,25.7,3-5 times/week,Poor,6.7,3.0,No,Low,0,3170.0,126.2,4.0,1,1,0,0,2
36.0,Female,150.1,58.4,25.9,Daily,Good,6.2,1.0,No,High,0,2540.0,74.1,7.0,3,3,0,0,1
29.0,Other,166.5,71.2,25.7,3-5 times/week,Average,8.3,8.0,No,Low,0,2848.0,100.4,4.0,2,1,0,0,2
32.0,Other,167.8,54.3,19.3,Daily,Good,9.2,4.0,No,Low,0,2337.0,71.6,7.0,3,1,0,0,2
58.0,Female,168.3,78.2,27.6,1-2 times/week,Poor,7.9,5.0,No,Low,0,2652.0,123.0,1.5,1,1,0,0,1
53.0,Male,176.9,75.1,24.0,3-5 times/week,Good,8.2,1.0,Yes,Moderate,0,2262.0,67.4,4.0,3,2,1,0,0
27.0,Male,168.6,67.1,23.6,3-5 times/week,Good,6.2,8.0,No,Low,0,2356.0,63.5,4.0,3,1,0,0,0
19.0,Other,168.6,58.3,20.5,Daily,Excellent,7.7,1.0,Yes,High,0,2282.0,59.0,7.0,4,3,1,0,2
54.0,Other,163.1,75.0,28.2,Daily,Good,7.4,9.0,No,High,0,2569.0,76.4,7.0,3,3,0,0,2
46.0,Female,152.1,49.3,21.3,1-2 times/week,Good,6.1,9.0,No,High,0,1899.0,62.2,1.5,3,3,0,0,1
26.0,Other,158.1,103.2,41.3,3-5 times/week,Average,6.2,1.0,Yes,Low,1,2351.0,102.3,4.0,2,1,1,1,2
30.0,Male,161.3,81.7,31.4,3-5 times/week,Poor,5.9,2.0,Yes,Low,0,2435.0,102.6,4.0,1,1,1,0,0
40.0,Male,168.1,73.2,25.9,3-5 times/week,Poor,7.5,5.0,No,Moderate,0,2815.0,118.0,4.0,1,2,0,0,0
38.0,Male,178.1,69.5,21.9,3-5 times/week,Good,7.6,3.0,No,High,0,2579.0,75.1,4.0,3,3,0,0,0
48.0,Male,162.4,52.7,20.0,3-5 times/week,Excellent,7.8,6.0,Yes,High,0,2358.0,58.8,4.0,4,3,1,0,0
36.0,Other,170.3,78.3,27.0,3-5 times/week,Excellent,4.8,6.0,No,Low,0,2771.0,69.6,4.0,4,1,0,0,2
61.0,Male,176.1,95.5,30.8,3-5 times/week,Good,6.1,6.0,No,Moderate,0,2681.0,74.5,4.0,3,2,0,0,0
38.0,Other,159.1,66.6,26.3,Daily,Poor,7.8,2.0,No,High,0,3167.0,123.2,7.0,1,3,0,0,2
60.0,Male,162.4,89.7,34.0,1-2 times/week,Average,6.9,6.0,No,High,1,2199.0,87.1,1.5,2,3,0,1,0
52.0,Male,174.1,74.3,24.5,Daily,Average,7.2,2.0,No,Low,0,2910.0,107.7,7.0,2,1,0,0,0
60.0,Other,162.3,87.5,33.2,Daily,Poor,6.5,10.0,Yes,Moderate,0,2604.0,100.4,7.0,1,2,1,0,2
27.0,Other,162.4,69.9,26.5,1-2 times/week,Average,6.7,8.0,Yes,Low,0,1964.0,40.9,1.5,2,1,1,0,2
69.0,Female,163.2,72.4,27.2,3-5 times/week,Good,8.9,5.0,No,High,0,2316.0,73.5,4.0,3,3,0,0,1
55.0,Female,159.1,72.4,28.6,1-2 times/week,Good,7.4,2.0,No,Moderate,1,1790.0,43.3,1.5,3,2,0,1,1
42.0,Other,176.2,102.8,33.1,3-5 times/week,Excellent,7.0,9.0,Yes,High,0,2221.0,44.9,4.0,4,3,1,0,2
41.0,Other,155.8,60.2,24.8,3-5 times/week,Good,5.7,6.0,No,Low,0,2548.0,73.0,4.0,3,1,0,0,2
53.0,Male,186.7,106.7,30.6,3-5 times/week,Good,6.9,6.0,Yes,Low,0,1989.0,65.0,4.0,3,1,1,0,0
23.0,Male,173.7,76.6,25.4,Daily,Average,7.0,3.0,No,Low,0,3087.0,110.7,7.0,2,1,0,0,0
39.0,Male,181.4,123.1,37.4,3-5 times/week,Good,5.8,10.0,Yes,Low,0,2519.0,62.1,4.0,3,1,1,0,0
54.0,Female,159.1,91.4,36.1,3-5 times/week,Poor,7.0,10.0,No,Low,0,2232.0,94.8,4.0,1,1,0,0,1
50.0,Female,180.8,85.3,26.1,1-2 times/week,Excellent,6.6,5.0,No,Low,0,2119.0,49.0,1.5,4,1,0,0,1
60.0,Other,158.9,54.0,21.4,3-5 times/week,Good,8.0,9.0,No,Low,1,1719.0,51.9,4.0,3,1,0,1,2
57.0,Other,165.4,99.9,36.5,Daily,Poor,6.8,4.0,No,High,0,2966.0,121.5,7.0,1,3,0,0,2
42.0,Male,174.0,66.6,22.0,Daily,Excellent,8.1,9.0,No,Moderate,0,2797.0,62.3,7.0,4,2,0,0,0
25.0,Male,182.2,108.2,32.6,1-2 times/week,Poor,7.0,6.0,No,Moderate,0,2830.0,132.1,1.5,1,2,0,0,0
45.0,Male,176.3,74.3,23.9,Daily,Good,7.6,6.0,No,Low,0,2487.0,72.8,7.0,3,1,0,0,0
56.0,Female,162.1,80.1,30.5,3-5 times/week,Average,7.0,8.0,Yes,Low,0,1432.0,26.2,4.0,2,1,1,0,1
35.0,Other,161.0,84.8,32.7,3-5 times/week,Average,6.5,2.0,No,Moderate,0,2510.0,95.7,4.0,2,2,0,0,2
20.0,Male,176.8,105.0,33.6,3-5 times/week,Average,8.0,9.0,No,Moderate,0,2867.0,98.3,4.0,2,2,0,0,0
68.0,Female,163.1,71.6,26.9,3-5 times/week,Good,7.2,1.0,No,Low,0,2506.0,96.6,4.0,3,1,0,0,1
58.0,Male,162.7,74.6,28.2,3-5 times/week,Poor,9.3,3.0,No,Low,0,2914.0,130.2,4.0,1,1,0,0,0
33.0,Female,161.5,62.1,23.8,3-5 times/week,Poor,7.2,7.0,No,Moderate,1,2586.0,104.3,4.0,1,2,0,1,1
67.0,Male,174.1,80.0,26.4,1-2 times/week,Average,6.9,4.0,No,Low,0,2991.0,112.2,1.5,2,1,0,0,0
44.0,Female,164.6,42.3,15.6,Daily,Excellent,7.5,6.0,No,Moderate,0,1570.0,42.3,7.0,4,2,0,0,1
22.0,Other,169.6,94.1,32.7,1-2 times/week,Poor,4.6,3.0,Yes,Low,0,2755.0,109.7,1.5,1,1,1,0,2
56.0,Male,172.7,101.7,34.1,Daily,Poor,7.2,9.0,Yes,Low,0,2928.0,126.8,7.0,1,1,1,0,0
26.0,Female,161.8,92.2,35.2,1-2 times/week,Poor,7.5,6.0,Yes,Low,0,2926.0,125.9,1.5,1,1,1,0,1
39.0,Other,164.6,62.0,22.9,3-5 times/week,Average,6.4,7.0,No,Moderate,0,2754.0,101.8,4.0,2,2,0,0,2
56.0,Female,160.5,104.8,40.7,3-5 times/week,Poor,6.6,7.0,No,High,1,2776.0,116.8,4.0,1,3,0,1,1
56.0,Male,166.8,80.1,28.8,1-2 times/week,Average,6.6,6.0,No,High,0,2614.0,80.0,1.5,2,3,0,0,0
42.0,Female,163.1,57.7,21.7,None,Excellent,5.0,6.0,Yes,Moderate,0,2114.0,53.2,0.0,4,2,1,0,1
50.0,Other,183.4,100.2,29.8,3-5 times/week,Average,6.9,8.0,No,Low,0,2717.0,89.1,4.0,2,1,0,0,2
64.0,Female,158.2,86.6,34.6,3-5 times/week,Average,7.0,3.0,Yes,Low,0,2112.0,69.0,4.0,2,1,1,0,1
46.0,Male,163.5,99.7,37.3,Daily,Good,6.4,6.0,Yes,Low,0,2972.0,137.1,7.0,3,1,1,0,0
52.0,Other,170.1,58.4,20.2,3-5 times/week,Average,8.0,2.0,No,Low,0,1799.0,65.4,4.0,2,1,0,0,2
59.0,Male,152.1,90.2,39.0,3-5 times/week,Average,6.6,4.0,No,High,0,2659.0,97.4,4.0,2,3,0,0,0
18.0,Female,159.6,38.2,15.0,Daily,Excellent,8.1,1.0,No,Low,0,1750.0,42.8,7.0,4,1,0,0,1
51.0,Female,165.3,75.1,27.5,3-5 times/week,Good,7.8,7.0,No,High,1,2293.0,61.5,4.0,3,3,0,1,1
62.0,Female,149.5,73.1,32.7,3-5 times/week,Poor,6.4,9.0,No,High,0,2479.0,104.6,4.0,1,3,0,0,1
41.0,Male,171.5,76.5,26.0,Daily,Average,8.0,9.0,No,Low,0,2853.0,97.0,7.0,2,1,0,0,0
63.0,Female,157.1,67.4,27.3,3-5 times/week,Poor,7.5,3.0,Yes,Low,0,2293.0,97.9,4.0,1,1,1,0,1
37.0,Male,170.2,94.1,32.5,3-5 times/week,Excellent,6.5,9.0,No,Low,1,1885.0,47.9,4.0,4,1,0,1,0
53.0,Male,191.8,123.2,33.5,1-2 times/week,Poor,6.8,6.0,No,High,0,3011.0,129.8,1.5,1,3,0,0,0
66.0,Female,167.5,85.0,30.3,3-5 times/week,Good,5.6,10.0,No,High,0,2108.0,67.7,4.0,3,3,0,0,1
48.0,Female,149.8,56.3,25.1,3-5 times/week,Good,8.0,1.0,No,Low,0,1696.0,62.2,4.0,3,1,0,0,1
26.0,Other,170.3,81.2,28.0,Daily,Average,7.4,1.0,Yes,High,0,3114.0,109.7,7.0,2,3,1,0,2
45.0,Female,162.7,57.2,21.6,3-5 times/week,Average,5.3,4.0,Yes,Low,0,1898.0,47.6,4.0,2,1,1,0,1
61.0,Male,176.1,71.9,23.2,3-5 times/week,Poor,4.0,6.0,No,Low,0,3301.0,151.9,4.0,1,1,0,0,0
46.0,Other,165.0,66.2,24.3,1-2 times/week,Good,4.8,2.0,Yes,High,0,2454.0,57.9,1.5,3,3,1,0,2
40.0,Other,178.3,108.7,34.2,3-5 times/week,Average,4.3,2.0,No,High,0,3154.0,117.2,4.0,2,3,0,0,2
69.0,Female,163.1,85.7,32.2,3-5 times/week,Average,7.5,3.0,No,High,0,2243.0,86.2,4.0,2,3,0,0,1
47.0,Female,158.2,85.1,34.0,3-5 times/week,Average,5.6,8.0,Yes,Low,0,2302.0,75.1,4.0,2,1,1,0,1
69.0,Female,155.0,60.8,25.3,Daily,Average,6.8,8.0,Yes,Low,0,2215.0,74.0,7.0,2,1,1,0,1
69.0,Other,167.0,85.9,30.8,1-2 times/week,Good,7.3,2.0,No,High,0,2426.0,72.6,1.5,3,3,0,0,2
41.0,Other,159.0,75.8,30.0,1-2 times/week,Excellent,7.8,6.0,No,High,1,1775.0,43.1,1.5,4,3,0,1,2
64.0,Female,166.9,94.4,33.9,3-5 times/week,Poor,9.5,7.0,Yes,Moderate,0,2150.0,92.4,4.0,1,2,1,0,1
28.0,Other,167.8,90.7,32.2,3-5 times/week,Good,6.9,8.0,No,Low,0,2132.0,50.7,4.0,3,1,0,0,2
45.0,Other,168.6,58.0,20.4,3-5 times/week,Excellent,7.4,6.0,Yes,Low,0,1458.0,31.2,4.0,4,1,1,0,2
20.0,Male,169.0,80.3,28.1,1-2 times/week,Poor,6.3,2.0,Yes,Low,1,3053.0,123.7,1.5,1,1,1,1,0
65.0,Other,172.2,100.2,33.8,1-2 times/week,Good,7.0,1.0,Yes,High,1,3013.0,88.9,1.5,3,3,1,1,2
27.0,Male,171.8,90.0,30.5,3-5 times/week,Average,5.5,1.0,No,High,0,2910.0,103.5,4.0,2,3,0,0,0
57.0,Male,163.4,108.7,40.7,3-5 times/week,Excellent,8.5,4.0,No,High,1,2786.0,69.3,4.0,4,3,0,1,0
25.0,Female,178.0,133.4,42.1,1-2 times/week,Average,7.9,5.0,No,Low,0,2835.0,101.2,1.5,2,1,0,0,1
18.0,Male,172.6,98.3,33.0,3-5 times/week,Average,6.6,1.0,No,Low,1,2495.0,86.0,4.0,2,1,0,1,0
62.0,Male,180.3,104.0,32.0,1-2 times/week,Good,7.2,1.0,Yes,High,0,2740.0,67.8,1.5,3,3,1,0,0
52.0,Male,171.6,81.0,27.5,1-2 times/week,Poor,7.8,4.0,No,Low,0,3546.0,146.7,1.5,1,1,0,0,0
53.0,Other,174.7,102.2,33.5,3-5 times/week,Average,5.3,6.0,No,Low,0,2107.0,74.8,4.0,2,1,0,0,2
27.0,Male,171.1,87.8,30.0,3-5 times/week,Average,5.2,1.0,Yes,Low,0,3114.0,102.2,4.0,2,1,1,0,0
23.0,Other,190.1,97.6,27.0,3-5 times/week,Good,7.0,7.0,No,Low,0,2483.0,73.5,4.0,3,1,0,0,2
68.0,Male,179.4,63.4,19.7,3-5 times/week,Good,7.8,4.0,No,Moderate,0,2645.0,77.2,4.0,3,2,0,0,0
69.0,Male,173.2,108.9,36.3,3-5 times/week,Poor,7.0,6.0,No,Moderate,1,2651.0,103.8,4.0,1,2,0,1,0
41.0,Other,161.6,63.7,24.4,3-5 times/week,Good,8.1,1.0,Yes,Low,0,1827.0,59.7,4.0,3,1,1,0,2
63.0,Female,159.9,65.5,25.6,3-5 times/week,Good,7.9,1.0,No,Moderate,0,1788.0,55.7,4.0,3,2,0,0,1
64.0,Other,174.1,68.5,22.6,3-5 times/week,Good,7.0,9.0,No,Moderate,0,2048.0,64.4,4.0,3,2,0,0,2
32.0,Female,155.7,84.6,34.9,3-5 times/week,Excellent,6.6,4.0,No,High,0,2198.0,52.0,4.0,4,3,0,0,1
51.0,Other,158.1,78.5,31.4,Daily,Poor,7.7,4.0,No,Low,0,3535.0,154.3,7.0,1,1,0,0,2
54.0,Other,172.2,78.9,26.6,3-5 times/week,Poor,9.4,2.0,Yes,High,0,2576.0,115.1,4.0,1,3,1,0,2
56.0,Female,178.0,56.4,17.8,Daily,Excellent,5.0,2.0,No,Low,1,2294.0,46.4,7.0,4,1,0,1,1
33.0,Other,172.1,56.6,19.1,Daily,Poor,6.0,5.0,No,Low,1,3547.0,159.9,7.0,1,1,0,1,2
40.0,Other,161.7,70.9,27.1,1-2 times/week,Good,6.9,1.0,Yes,Low,0,2088.0,63.6,1.5,3,1,1,0,2
36.0,Female,158.8,63.0,25.0,Daily,Excellent,6.0,9.0,No,Low,0,1831.0,35.7,7.0,4,1,0,0,1
25.0,Male,177.9,81.0,25.6,3-5 times/week,Average,9.2,7.0,No,Low,0,3171.0,110.4,4.0,2,1,0,0,0
44.0,Female,147.7,63.7,29.2,Daily,Average,5.9,10.0,No,Low,1,1967.0,72.5,7.0,2,1,0,1,1
43.0,Female,162.0,97.4,37.1,3-5 times/week,Average,7.0,9.0,Yes,Low,0,2589.0,96.7,4.0,2,1,1,0,1
43.0,Male,173.7,117.1,38.8,3-5 times/week,Average,5.9,10.0,Yes,Low,0,2530.0,91.2,4.0,2,1,1,0,0
35.0,Other,172.3,76.6,25.8,1-2 times/week,Average,6.3,7.0,No,Low,0,2378.0,88.7,1.5,2,1,0,0,2
